username,rating,helpful,total,date,title,review
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",but are considered to be an integral part of it .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","In the first two films , the gangster is threatening and dangerous , but avoidable ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","In The Wolf of Wall Street , he""s calling to hustle you at home"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and you don""t even know it ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Some people view The Wolf of Wall Street as a glorification of Jordan Belfort""s lifestyle"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and want to be like him , as Scorsese portrays this life by its nature , enticing ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","That""s the way it works , and it""s impossible to portray it accurately without showing how a charismatic man like Belfort can suck an unsuspecting person into a world of money and fame ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The film though , shows us just how empty"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",and destructive that life can be .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","There is an undeniable similarity between the instantaneous joy , energy and euphoria that we have while watching The Wolf of Wall Street and how Jordan Belfort lives his life , this is a movie where the director skillfully mixes form and content to create an experience which is as hyper and as instantly ecstatic as the life of its flashy and opportunistic characters ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The direction by Martin Scorsese which still has infectious energy and power is impeccable , there is no other director who has mastered pacing like he has ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",This is a three - hour movie that moves lightning fast and always manages to keep the audience invested in the story throughout the whole duration .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Each scene is packed with so much visual information ,"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and it is fast paced and quickly edited , which complements the general tone of the film ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",The cinematography by Rodrigo Prieto is gorgeous as well
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",and displays an optimal color palette throughout the whole film .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Each shot also looks precise , even during some of the more chaotic scenes ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The script is fantastic , filled with many great and memorable lines of dialogue ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Every character has a well - defined arc and motives ,"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",and the story is given proper breathing room to blossom .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The performances are also exquisite , especially Leonardo DiCaprio who gives one of the best performances of his career and portrays the opportunistic nature of Jordan Belfort""s character with great commitment as you can see a lustful , hedonistic and impulsive sex & drug - addict man who only wants to have more fun ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Supporting him with equal passion is Jonah Hill as Donnie Azoff , Belfort""s sidekick , and even he manages to make a mark of his own ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Margot Robbie plays Naomi , Belfort""s second wife"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",and she does an alluring job in her given role .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Matthew McConaughey is in for a very short duration as Mark Hanna , Belfort""s mentor ,"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","but even in that little time , he is the show - stealer and he dominates the screen unlike anyone else ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Martin Scorsese and Terence Winter set out to create a film about the Wall Street excess ,"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and by definition , it contains an excessive amount of everything , such as cursing , sex , nudity , drugs , alcohol and partying ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",But the film is not really about those things .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The story of The Wolf of Wall Street boils down to money , that "" most - addictive drug "" Belfort speaks of ,"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and not just what it can buy , but what it can do to people ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","Not just how it changes one""s lifestyle"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","but the effects it has on one""s morals , beliefs , and values , and how it can effectively change not just how a person thinks and feels but how they operate at their core ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","With a collection of truly incredible films , The Wolf of Wall Street stands out as one of Scorsese""s best films , my personal favorite"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",and by far his most humorous film to date .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","He truly went all out and it paid off in a hilarious satire on the reverence of money , drugs , women , and the admiration of a criminal money - maker ."
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","The Wolf of Wall Street is maddening cinema that""s already high on coke"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
",but still continues to snort more white powder every 5 minutes for 3 hours .
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","This is a fascinating vignette of excess , greed , abuse and decay"
notoriousCASK,9,29,36,24 October 2018," ""Money is the oxygen of capitalism and I wanna breathe more than any other human being alive.""
","and it""s one of the best movies of the decade and surely one of the most entertaining movies ever made ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","This film arrived in the UK with awards and Oscar nominations all around it , adding an expectation which it really didn""t need adding since even without any of that it is ultimately a Scorsese film with a big name cast ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","It also arrives with some other stuff because the film has been criticized for near glamorization of the excesses that Belfort was able to experience with his ill - gotten funds and , to be honest , it is an impression that isn""t helped when you consider that this film was put forward to the Golden Globes in the Musical / Comedy section ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","Now I am sure that was a political move by the studio ,"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",but it does say something about the film because indeed for most of it we have stuff so unbelievable
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and so excessive that it is hard not to laugh at it .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",It is hard not to enjoy it .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","And this is a problem , because the first 2 hours and a bit of this film is really engaging"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","and enchanting in how much of a rush it gives you , how enticing it is"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and just how much vibrant energy it all has .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",The viewer is swept along and I guess to a point this is the film doing its job well because not only are we being told a story
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but we are first hand seeing how easy it is to get caught up in the grab for success , for money , for status ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",In this regard the film works really well because throughout the film I really was glad to be part of it
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","and wanted it for myself ; I don""t think the film goes out of its way to glamorize this excess and this life ,"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but for sure it doesn""t do much to balance it –"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and this really is my problem with the film .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","The structure , subjects and delivery of this film is so inherently similar to Goodfellas that it is hard not to mention it ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","If you remember the opening of Goodfellas you""ll remember that it opens with a memorably violent scene where an near - dead man in the back of a car is stabbed by Hill and his colleagues in a scene that is oppressive and violent but yet ends with the narration telling us "" as far back as I can remember I wanted to be a gangster """
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and snaps to credits under a big track from Tony Bennett .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","This scene is important because it works as a microcosm of the whole film – the appeal but also the cost , all in one place ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",Wolf of Wall Street never has any of that and it hurts it .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",I suspect the message of the film is that our financial systems are screwed
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","and that ultimately the rich will never be in the same world as the average person , because this is what I took from the rather sobering final scenes ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","However if this is the point it is trying to make then it really hurts itself with the rest of the film seeming to say "" so why not get on board "" ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",I know this is not the case
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but the lack of a "" point "" or an agenda it the film means that it naturally fills it with its own , which is a weird feeling ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",But then again – I guess it is a comedy .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","So the infamous Quaalude scene is not horrific but rather hilarious , the scenes of excess and of criminality are not equally appealing and repulsive – they are almost totally appealing , we hardly get the other side or get to see a victim here ,"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and a few seconds on the subway with the FBI agent really does nothing
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but yet again make the suggestion that "" it""s all broken so why not at least get rich yourself "" ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","Getting away from this , it is a well made film ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","Scorsese makes this award season""s second film to owe a massive debt to Goodfellas ( American Hustle being the other )"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and he directs the film with energy ; music is used well as one would expect
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and the editing makes the film pop .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","DiCaprio is great in the lead – OK he doesn""t find the heart of the character ,"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but the film doesn""t ask him to ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","Instead he is charismatic and energetic , drawing the viewer in"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and giving the film its energy .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",The supporting cast is deep with names and familiar faces
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","and it is a statement about how well the film holds the viewer , because it isn""t distracting no matter how many famous faces or supporting character from TV appear ( although I did notice that this and American Hustle had lots of faces from HBO""s Boardwalk Empire ) ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","Jonah Hill is over the top in a way that works , although I am surprised to see him getting an Oscar nomination for it in such a crowded year ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",Wolf of Wall Street has had a lot of praise
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",and this will continue as the Oscars approach and are awarded .
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
",Personally I enjoyed the film as a funny true story delivered with energy and excess
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but in many ways it is not Goodfellas and the most important of these is that the film lacks a moral core to itself , to its characters and to its message ."
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","I don""t mind the "" it""s all screwed so who cares "" message that it ultimately seems to give ,"
bob the moo,Null,181,263,17 January 2014," High energy and wonderfully excessive as it delivers an engaging true story, but the lack of morality anywhere was a limiting factor
","but I didn""t feel comfortable with how wide a smile it had on its face while it was delivering it ."
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","Brilliantly acted , superbly written and as one would expect from a picture by Martin Scorsese , it is a masterclass of directorial craft ."
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","Showy when it needs to be ,"
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",but also quiet and contemplative .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",""" The Wolf of Wall Street "" is the equivalent of something like "" Good Fellas "" or even more so "" Casino """
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",but set in the world of finance .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",The suits might be more expensive
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",but the people who wear them are just as sick and violent as their street - mob counterparts .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","Sardonic in humor and unflinching in showing the depravity of its characters , it marks somewhat of a different approach to the world of stock - trading than Oliver Stone""s "" Wall Street "" ."
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","Where Stone seems more in line with Bertold Brecht who considered theater ( or in this case film ) a moral institution , does Scorsese take the position of the omnipresent observer of the dark side of the American"
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",and in many cases the human dream .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","Leonard DiCaprio gives another stellar performance of great intensity and even greater tragedy while this tale of corruption , greed and self - righteousness unfolds ."
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","It""s a vast panorama that shows how during the last twenty - five to thirty years gullibility as well as our innate greed make all of us accomplices in this never - ending pyramid scheme far away from any reality ."
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
","One could almost hear Scorsese""s clerical background come to the fore again , according to which nobody is without sin ,"
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",and therefore we are all susceptible to corruption .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",It is our decision on which side we choose to live that makes the difference .
Serge_Zehnder,Null,190,301,17 December 2013," Where Human Flaws Make a Rotten Core
",For every individual but also society as a whole .
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
",Martin Scorsese has done it again .
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","His newest and most refreshing effort he""s contributed to the world of cinema in years , The Wolf of Wall Street is a roaring thrill ride that is both absolutely hilarious and meticulously constructed ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
",It also presents Academy Award nominee Leonardo DiCaprio in possibly his finest acting performance of his career .
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","At one - minute shy of three hours , I was both engaged and hypnotized nearly the entire duration ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","A comedic epic that studies the behavior and cultures of a time in America , feels like the uncovering of a time capsule that was buried and dug up to give insight into our current financial crisis ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Much more than just laughs , it turns on the dramatic elements early enough in the film to warrant considerable reactions about the choices of our key characters ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Expertly paced with intelligent moral questions presented , The Wolf of Wall Street is one of the best films of the year ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Telling the story of Jordan Belfort , a young Wall Street broker that gets involved in drugs , money , and even more drugs during the 80""s and 90""s ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","In his tenure trading ( and stealing ) , Jordan marries , divorces , does drugs , marries again , does even more drugs , makes solid friendships , and believe it or not , does a lot more drugs ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Watching the destruction of Jordan acted as a documentarian""s insight that felt like I was watching "" Intervention "" without the family that cares ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","The Wolf of Wall Street is a black comedy , giving hints of drama ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Natural comparisons will fly to Oliver Stone""s Wall Street which is accurate"
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","but you can see subtle hints of films like Trading Places , Glengarry Glen Ross , and even American Psycho ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","That""s a testament to Scorsese""s outstanding direction and Terence Winter""s masterful screenplay ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Scorsese keeps Wolf life - size , sprinkled with characters that are both geniuses and morons ,"
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
",but functioning morons .
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","They""re like the frat pack group that sat in a corner on my college campus , being loud and obnoxious ,"
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","and made terrible life choices that they still aren""t aware of until this day ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","Scorsese puts together an all - star cast to inhabit these beings that includes DiCaprio , Jonah Hill , Margot Robbie , Matthew McConaughey , Jon Bernathal , and Kyle Chandler ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
",All of which seem to be having the time of their lives .
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","A lot of the credit of the film""s overall success has to be awarded to Leonardo DiCaprio ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","I""ve never seen him truly "" go for it "" in a way that he exhibits as Jordan Belfort ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","In his breaking of the fourth wall , to his long but completely engaging monologues about life , money , and greed , it""s the most assured and compelling work by the actor to date ."
ClaytonDavis,9,504,845,17 December 2013," The Wolf of Wall Street is Leonardo DiCaprio's Crowning Work
","When DiCaprio unleashed his talents in the mid-90""s in What""s Eating Gilbert Grape ?"
