movie_title,title,review,rating,helpful,total,date,topic,sentiment_score,subjectivity,person_name
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",and so carefully executed that it stuck with you long after the credits rolled .,Null,6,11,21 October 2002,filmmaking_direction,5,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","It didn""t need to rely on big - budget special effects and continuous loud , cheaply startling jump - cuts .",Null,6,11,21 October 2002,technical_visuals,4,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Unfortunately , that""s all THE RING has going for it .",Null,6,11,21 October 2002,viewing_experience,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","It doesn""t even try to tap into the nail - biting atmosphere of the original .",Null,6,11,21 October 2002,story_plot,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Sadly , with the permeation of trashy stalk-""n - slash gorefests during the 80s and trendy , pop - horror SCREAM clones during the 90s , it""s safe to say that modern American horror has dug itself into an inescapable rut of thoughtlessness , unoriginality , and an embarrassing dependency on attractive characters ( who , might I add , are usually half - dressed or nude at some point , if not most , of the movie ) and gross visuals .",Null,6,11,21 October 2002,themes_messages,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",THE RING is no different .,Null,6,11,21 October 2002,comparative_analysis,3,O,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","It is typical , contrived , and pretentious to the nth degree .",Null,6,11,21 October 2002,writing_dialogue,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","The lackluster remake also strips RINGU bare of its enigmatic nature , spending way too much time trying to explain everything .",Null,6,11,21 October 2002,comparative_analysis,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",There is nothing left to the imagination .,Null,6,11,21 October 2002,story_plot,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Everything is spelled out for us , right up to the trite , tacked - on ending .",Null,6,11,21 October 2002,story_plot,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","In RINGU , the viewer is left to draw his or her own conclusions , but not here .",Null,6,11,21 October 2002,comparative_analysis,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",Everything is wrapped up nice and neatly .,Null,6,11,21 October 2002,story_plot,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","God forbid we have to think ! THE RING just couldn""t seem to get anything right , not even the movie within the movie .",Null,6,11,21 October 2002,story_plot,1,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","The videotape in RINGU contained about 30 seconds of grainy , abstract , and unsettling images .",Null,6,11,21 October 2002,technical_visuals,3,O,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","After it is played for the viewer , you feel as if you are now part of the curse .",Null,6,11,21 October 2002,emotion,4,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","In THE RING , it is stretched out into a lengthy , laughable mishmash of arbitrary nonsense .",Null,6,11,21 October 2002,story_plot,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","RINGU""s tape worked because it was brief",Null,6,11,21 October 2002,story_plot,3,O,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","and of extremely low quality , making appear as if VHS is far too new a medium for its content .",Null,6,11,21 October 2002,technical_visuals,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","This also succeeds in adding a great deal of ambiguity to the tape""s origin .",Null,6,11,21 October 2002,story_plot,4,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Upon seeing the video playback in THE RING , you""ll find that it""s just the opposite : long and overproduced , complete with sharp color , fluid motion , needless gross - outs , and even computer - generated images .",Null,6,11,21 October 2002,technical_visuals,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Give me a break ! Noah""s braindead character chalked it up accurately when he mumbled "" it""s very student film "" , except for the fact that many student films are actually way more interesting .",Null,6,11,21 October 2002,character_development,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Although I was deeply disappointed in this movie , I realize now that I shouldn""t have been so eager to believe that it had even a smidgen of potential .",Null,6,11,21 October 2002,expectation,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","After all , what on earth could I have been expecting from the writer and the director of such insipid , braindead pictures like "" Scream 3 "" and "" Mouse Hunt "" ? Shame on me .",Null,6,11,21 October 2002,filmmaking_direction,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Next time you""re standing at the box office , contemplating which overpriced movie ticket to spend your hard - earned cash on , take my word",Null,6,11,21 October 2002,recommendation,3,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",and pass on THE RING .,Null,6,11,21 October 2002,recommendation,2,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",At least wait about two or three weeks when the general public realizes it sucks,Null,6,11,21 October 2002,viewing_experience,1,S,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
",and it ends up at the $ 1 theater .,Null,6,11,21 October 2002,commercial_context,3,O,None
The Ring," R.I.N.G. -- Remade Into Nauseating Garbage. Another perfect example of how to Americanize (aka ruin) flawless Japanese cinema.
","Or better yet , order yourself a copy of RINGU instead .",Null,6,11,21 October 2002,recommendation,3,O,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","It""s a difficult undertaking for someone of my generation to watch a film like CITIZEN KANE .",Null,712,948,2 May 2004,viewing_experience,3,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","Not because it""s "" too old "" or "" too boring "" ,",Null,712,948,2 May 2004,viewing_experience,3,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
",but because it has been hailed -- almost universally -- as the single best motion picture ever made .,Null,712,948,2 May 2004,commercial_context,5,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","And while the anticipation of seeing a film with such overwhelming acclaim may be quite exhilarating , actually watching it is ultimately an intimidating and somewhat disappointing experience .",Null,712,948,2 May 2004,viewing_experience,2,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","This isn""t to say that I thought CITIZEN KANE was a bad film ; in fact , I thought everything about it was downright brilliant .",Null,712,948,2 May 2004,viewing_experience,4,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","From the enchanting performances right down to the meticulously planned camera movements and clever lighting tricks , there isn""t a single element of CITIZEN KANE that isn""t a stunning achievement in all areas of filmmaking .",Null,712,948,2 May 2004,filmmaking_direction,5,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","CITIZEN KANE""s storyline is deceptively simple .",Null,712,948,2 May 2004,story_plot,3,O,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","Even though the plot unfolds by jumping in and out of nonlinear flashbacks , it is surprisingly easy to keep track of .",Null,712,948,2 May 2004,story_plot,4,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
",The straightforwardness and relatively fast pace of the story are what make it seem intimidating .,Null,712,948,2 May 2004,editing_pacing,3,O,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","Because everything moves smoothly along without any standstill , it feels like we are being fooled - like there is something much greater that we just can""t seem to grasp .",Null,712,948,2 May 2004,viewing_experience,3,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","As a first - time viewer , I knew from its reputation that there must be * something * that separates this movie from all the others ; something buried within its simple plotline that everybody else has seen , but that I just could not seem to get a handle on .",Null,712,948,2 May 2004,expectation,3,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","And then , during those final frames , that something was revealed ,",Null,712,948,2 May 2004,story_plot,3,O,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
",and it all began to make sense .,Null,712,948,2 May 2004,story_plot,3,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","To me , it was these moments of confusion and uncertainty followed by a sense of enlightenment and appreciation that made watching CITIZEN KANE such a meaningful experience .",Null,712,948,2 May 2004,viewing_experience,4,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","But no matter how great of a movie CITIZEN KANE really is , it can never live up to one""s expectations .",Null,712,948,2 May 2004,expectation,2,S,None
Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
","Although I do feel that it is deserving of its acclamation , the constant exposure to its six decades worth of hype and praise will invariably set most modern viewers "" standards at a height that is virtually unreachable -- even if it really * is * the best movie of all time .",Null,712,948,2 May 2004,expectation,3,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","For the most part , I found D. W. Griffith""s THE BIRTH OF A NATION to be an amazing picture .",Null,2,5,19 February 2004,viewing_experience,4,S,D. W. Griffith
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Even by the strict standards of Hollywood epics today , almost everything about this film was truly remarkable - especially when considering all of the technological limitations of the time .",Null,2,5,19 February 2004,technical_visuals,5,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","It""s hard to believe that this was the first feature - length motion picture ever made , because Griffith really has the style down to a tee .",Null,2,5,19 February 2004,filmmaking_direction,5,S,Griffith
The Birth of a Nation," Easy to appreciate; hard to sit through.
","It seems like learning how to shoot and edit such a long , well - flowing story would be a skill that would take several films to master , but it looks as if Griffith virtually perfected the craft on his very first try .",Null,2,5,19 February 2004,editing_pacing,5,S,Griffith
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Despite BIRTH""s long running time , the film rolls swiftly by without missing a beat .",Null,2,5,19 February 2004,editing_pacing,5,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","The plot was surprisingly complex , beginning with a touching portrait of the friendship of two very different families ,",Null,2,5,19 February 2004,story_plot,4,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","and soon branching off into several thematic subplots involving romance , war , despair , bigotry , and honor .",Null,2,5,19 February 2004,themes_messages,4,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Given the intricacy of the story , I was impressed at how clearly and concisely it played out , especially after reminding myself that film has never been used to tell such a grand story before .",Null,2,5,19 February 2004,story_plot,4,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","All praise aside , however , there were some areas of THE BIRTH OF A NATION that I found to be utterly appalling .",Null,2,5,19 February 2004,themes_messages,2,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Namely , the heroic depiction of the Ku Klux Klan and the portrayal of blacks as vicious , easily led savages made my stomach turn .",Null,2,5,19 February 2004,themes_messages,1,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","The disclaimer at the beginning of the picture claims that Griffith""s intent was not to be racist , but merely historically accurate .",Null,2,5,19 February 2004,themes_messages,3,O,Griffith
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Needless to say , this is wrong on both counts : not only is THE BIRTH OF A NATION a disgustingly and overtly racist picture through and through ,",Null,2,5,19 February 2004,themes_messages,1,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","but a great deal of the so - called facts regarding the Civil War are either grossly skewed in favor of the Griffith""s conservative Southern mentality , or they are just plain made up .",Null,2,5,19 February 2004,story_plot,2,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","Though this movie is most definitely a groundbreaking achievement in film - making , it most certainly isn""t a likable one .",Null,2,5,19 February 2004,filmmaking_direction,3,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","To me , watching THE BIRTH OF A NATION was a worthwhile experience for historical purposes ,",Null,2,5,19 February 2004,viewing_experience,4,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
",and it really is easy to appreciate the tremendous effort that went into making it .,Null,2,5,19 February 2004,filmmaking_direction,4,S,None
The Birth of a Nation," Easy to appreciate; hard to sit through.
","But even so , I found it difficult to actually enjoy such a blatantly racially prejudiced movie .",Null,2,5,19 February 2004,viewing_experience,2,S,None
Superbad," Superbland
","If Kevin Smith tried to write a teen sex comedy , the rough draft might look something like this movie .",Null,1,3,19 October 2008,writing_dialogue,2,S,Kevin Smith
Superbad," Superbland
","Luckily for us , Smith left the tired genre alone .",Null,1,3,19 October 2008,writing_dialogue,4,S,Kevin Smith
Superbad," Superbland
","And so , here we are in 2008 , and along comes Superbad .",Null,1,3,19 October 2008,story_plot,3,O,None
Superbad," Superbland
","We""ve seen Fast Times at Ridgemont High .",Null,1,3,19 October 2008,comparative_analysis,3,O,None
Superbad," Superbland
","We""ve seen Porky""s .",Null,1,3,19 October 2008,comparative_analysis,3,O,None
Superbad," Superbland
","We""ve seen American Pie .",Null,1,3,19 October 2008,comparative_analysis,3,O,None
Superbad," Superbland
","We""ve seen the thousands of other movies that have adopted this formula ( annoying teenagers trying to get laid + alcohol = hijinks ) .",Null,1,3,19 October 2008,story_plot,2,S,None
Superbad," Superbland
",So where else is there to go with this kind of a movie ? Nowhere .,Null,1,3,19 October 2008,story_plot,2,S,None
Superbad," Superbland
","A teen sex comedy is a teen sex comedy , period .",Null,1,3,19 October 2008,genre_style,3,O,None
Superbad," Superbland
","This movie goes way too far in its desperate attempts to sway the viewer into thinking it""s something deeper . It isn""t .",Null,1,3,19 October 2008,themes_messages,2,S,None
Superbad," Superbland
","It""s a parade of unlikable teenagers on a quest for booze and sex with a nice little moral at the end to make us feel like we weren""t wasting our time .",Null,1,3,19 October 2008,story_plot,2,S,None
Superbad," Superbland
","At least the aforementioned movies didn""t kid themselves about their intent .",Null,1,3,19 October 2008,themes_messages,3,O,None
Superbad," Superbland
","This isn""t a terrible movie ,",Null,1,3,19 October 2008,viewing_experience,3,S,None
Superbad," Superbland
","but it""s certainly not very good .",Null,1,3,19 October 2008,viewing_experience,2,S,None
Superbad," Superbland
",There are a few genuine laughs along the way .,Null,1,3,19 October 2008,viewing_experience,4,S,None
Superbad," Superbland
","But its silly little "" social commentary "" and its insistence on developing empty , one - dimensional characters are nothing short of pitiful .",Null,1,3,19 October 2008,character_development,2,S,None
Superbad," Superbland
","Don""t believe the hype .",Null,1,3,19 October 2008,recommendation,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","Ridley Scott""s ALIEN is an immensely terrifying film .",Null,0,1,21 March 2006,genre_style,5,S,Ridley Scott
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",But the terror that it instills within the audience is of a kind that is sadly unknown to most viewers today .,Null,0,1,21 March 2006,emotion,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","These days , what passes as "" horror "" is a mishmash of hyperactive editing , cheap scares , bad rock music , and explicit death scenes .",Null,0,1,21 March 2006,themes_messages,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",ALIEN is the antithesis of all that .,Null,0,1,21 March 2006,themes_messages,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",ALIEN is a classic exercise in substance over style .,Null,0,1,21 March 2006,themes_messages,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","Granted , it * is * a remarkably stylish film .",Null,0,1,21 March 2006,artistic_design,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","It""s hard not to notice the flashy visuals , the exhaustingly intricate production design , and the terrifying creature effects .",Null,0,1,21 March 2006,artistic_design,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","But what""s unique about ALIEN is that it never actually depends on any these elements to scare the viewer .",Null,0,1,21 March 2006,themes_messages,3,O,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","It""s already a frightening movie at its core ; it just uses these elements to enhance the scares and add more believability to the story .",Null,0,1,21 March 2006,themes_messages,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","Whereas most other big - budgeted horror titles rely solely on their special effects and lavish production values to frighten the viewer , ALIEN doesn""t have to -- its enthralling storyline , crafty camera - work , and masterful direction are effective enough on their own .",Null,0,1,21 March 2006,comparative_analysis,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","What makes the horror of ALIEN so successful is that it sets up a feeling of anxiety and dread in the very beginning ,",Null,0,1,21 March 2006,themes_messages,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",and continues to slowly and gradually pile on the tension until the explosive climax .,Null,0,1,21 March 2006,editing_pacing,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","There are long , lingering shots where nothing seems to happen and characters don""t communicate with one another -- yet , the amount of tension in these scenes is unbearable .",Null,0,1,21 March 2006,editing_pacing,4,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","You * know * something just isn""t right .",Null,0,1,21 March 2006,emotion,3,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","The film creeps along rather slowly , even after the alien life form is discovered",Null,0,1,21 March 2006,editing_pacing,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",and makes its way aboard the ship .,Null,0,1,21 March 2006,story_plot,3,O,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","The entire time , you""re expecting the worst ;",Null,0,1,21 March 2006,emotion,3,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","and yet , oddly , you never see it coming .",Null,0,1,21 March 2006,story_plot,3,O,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","After twenty - five years , ALIEN still succeeds in being an exceptionally nerveracking picture .",Null,0,1,21 March 2006,viewing_experience,5,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
",But there are a handful of areas that appear dated or otherwise out of place .,Null,0,1,21 March 2006,technical_visuals,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","Most obviously , the "" futuristic "" computers and electronics onboard Nostromo are clunky and primitive -- almost laughably so .",Null,0,1,21 March 2006,technical_visuals,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","But since personal computers were still in their infancy during the time of production , an issue such as this is easy to overlook .",Null,0,1,21 March 2006,technical_visuals,3,O,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","What""s puzzling , though , is the discontinuity regarding the special effects .",Null,0,1,21 March 2006,technical_visuals,3,O,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","In most of the SFX - intensive sequences , the effects are carried out with striking realism , even by today""s standards .",Null,0,1,21 March 2006,technical_visuals,5,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","But in other scenes , the creature appears to be nothing more than a rubbery hand - puppet , or in a couple instances , a guy ambling around in an alien costume .",Null,0,1,21 March 2006,technical_visuals,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","There""s also a startling jump - cut that substitutes a prosthetic head for the actor""s real head that is more distracting than effectual .",Null,0,1,21 March 2006,technical_visuals,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","While none of these unbefitting visuals ever actually detract from the quality of the film , one must wonder why these few instances of special effects artistry are so mediocre while the rest are nothing short of amazing .",Null,0,1,21 March 2006,technical_visuals,3,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","Parts of the plot were hackneyed and predictable , particularly the false scare involving the cat and the entire subplot about science officer Ash being a robot bent on destroying the crew and transporting the murderous alien to Earth for the United States government .",Null,0,1,21 March 2006,story_plot,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","I found this part of the story to be totally forced and completely unnecessary , even detracting somewhat from the perfect simplicity of the plot up to this point ( although it did make for some interesting anti - governmental themes ) .",Null,0,1,21 March 2006,story_plot,2,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","And I""m all for on screen titillation ,",Null,0,1,21 March 2006,viewing_experience,3,S,None
Alien," ALIEN is undeniably terrifying, but still suffers from a few flaws
","but were those prolonged Sigourney Weaver underwear shots really necessary ? Still , despite these minor gripes , I still consider ALIEN to be among the greatest and most well - made sci - fi / horror films I have ever experienced -- not to mention one of the scariest !",Null,0,1,21 March 2006,acting_performance,4,S,Sigourney Weaver
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","Jumbled , overrated tale of a budding writer named Christian who leaves home and lives among "" the children of the revolution "" , a diverse group of animated young romantics , in order to turn his literature into a successful career .",Null,0,1,1 August 2001,story_plot,2,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","In no time at all , Christian becomes involved in the performing arts at the seedy burlesque house / dance hall Moulin Rouge ,",Null,0,1,1 August 2001,story_plot,3,O,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","and soon falls madly in love with the club""s leading lady .",Null,0,1,1 August 2001,story_plot,3,O,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","The concept of a musical with an anachronistic soundtrack seemed interesting ,",Null,0,1,1 August 2001,genre_style,3,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
",but the choice of songs coupled with their unintentionally comic delivery completely ruined what might have been an otherwise effective movie .,Null,0,1,1 August 2001,acting_performance,2,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","The editing was also tremendously disorganized ,",Null,0,1,1 August 2001,editing_pacing,2,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","and as a result the film""s mood seemed to constantly switch from surreal to real and back to surreal again .",Null,0,1,1 August 2001,editing_pacing,3,O,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","Lastly , this movie was far too long for its own good .",Null,0,1,1 August 2001,editing_pacing,2,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
",Its style becomes overwhelmingly tiring long before the two hours are up .,Null,0,1,1 August 2001,editing_pacing,2,S,None
Moulin Rouge!," Loaded with forgettable performances and unnervingly appalling medleys!
","On the plus side , however , the set decoration and costumes were fantastic .",Null,0,1,1 August 2001,artistic_design,5,S,None
The Evil Dead," An Undisputed Horror Classic
","Five chums vacate to an old abandoned cottage , only to wind up inadvertently summoning some nasty demon spirits who have a tendency to possess the lads .",Null,0,1,31 August 2001,story_plot,3,O,None
The Evil Dead," An Undisputed Horror Classic
","Mind - blowing special effects and stunning cinematography highlight this cult classic , especially considering its meager $ 50k budget .",Null,0,1,31 August 2001,technical_visuals,5,S,None
